Date,MYR/USD
2003-11-30,0.263540983
2003-12-07,0.263435262
2003-12-14,0.263573164
2003-12-21,0.263357955
2003-12-28,0.262883902
2004-01-04,0.263409555
2004-01-11,0.26302883
2004-01-18,0.263159221
2004-01-25,0.262354809
2004-02-01,0.263070184
2004-02-08,0.263193399
2004-02-15,0.263102573
2004-02-22,0.26337797
2004-02-29,0.263499814
2004-03-07,0.263485986
2004-03-14,0.264123803
2004-03-21,0.262741202
2004-03-28,0.262998015
2004-04-04,0.261667627
2004-04-11,0.262986511
2004-04-18,0.2631181
2004-04-25,0.26322729
2004-05-02,0.26330502
2004-05-09,0.263138866
2004-05-16,0.263525897
2004-05-23,0.263153923
2004-05-30,0.263342422
2004-06-06,0.263174587
2004-06-13,0.263088948
2004-06-20,0.263628763
2004-06-27,0.26313048
2004-07-04,0.263284361
2004-07-11,0.263264728
2004-07-18,0.2633618
2004-07-25,0.263214707
2004-08-01,0.263283104
2004-08-08,0.26316216
2004-08-15,0.26338805
2004-08-22,0.263275802
2004-08-29,0.263198197
2004-09-05,0.263420719
2004-09-12,0.26329093
2004-09-19,0.263336748
2004-09-26,0.263299304
2004-10-03,0.263174623
2004-10-10,0.263321525
2004-10-17,0.263261145
2004-10-24,0.263384938
2004-10-31,0.263481313
2004-11-07,0.263102573
2004-11-14,0.263247061
2004-11-21,0.263333988
2004-11-28,0.263295293
2004-12-05,0.262988049
2004-12-12,0.263354975
2004-12-19,0.263494062
2004-12-26,0.26458565
2005-01-02,0.263050038
2005-01-09,0.262999135
2005-01-16,0.2632743
2005-01-23,0.263231325
2005-01-30,0.263181472
2005-02-06,0.263195312
2005-02-13,0.263146913
2005-02-20,0.263209164
2005-02-27,0.263196713
2005-03-06,0.263234097
2005-03-13,0.263198107
2005-03-20,0.263217467
2005-03-27,0.263205004
2005-04-03,0.263342375
2005-04-10,0.263228554
2005-04-17,0.263223016
2005-04-24,0.26323688
2005-05-01,0.263238257
2005-05-08,0.263113785
2005-05-15,0.263232714
2005-05-22,0.263227189
2005-05-29,0.26323688
2005-06-05,0.263229942
2005-06-12,0.263210553
2005-06-19,0.263238257
2005-06-26,0.263265985
2005-07-03,0.26321193
2005-07-10,0.26321193
2005-07-17,0.263524377
2005-07-24,0.266730702
2005-07-31,0.266886258
2005-08-07,0.26683473
2005-08-14,0.26571486
2005-08-21,0.265342259
2005-08-28,0.265549505
2005-09-04,0.265142882
2005-09-11,0.265524083
2005-09-18,0.26482635
2005-09-25,0.265231109
2005-10-02,0.265398639
2005-10-09,0.265435684
2005-10-16,0.26517356
2005-10-23,0.264672238
2005-10-30,0.264924866
2005-11-06,0.264582992
2005-11-13,0.264818215
2005-11-20,0.265121627
2005-11-27,0.265047246
2005-12-04,0.2648799
2005-12-11,0.264647567
2005-12-18,0.26494289
2005-12-25,0.264645493
2006-01-01,0.265721649
2006-01-08,0.2672795
2006-01-15,0.267140847
2006-01-22,0.266742706
2006-01-29,0.266601849
2006-02-05,0.268075538
2006-02-12,0.269173825
2006-02-19,0.269076246
2006-02-26,0.269948947
2006-03-05,0.269456887
2006-03-12,0.269979429
2006-03-19,0.270781469
2006-03-26,0.270915246
2006-04-02,0.272399849
2006-04-09,0.275428188
2006-04-16,0.276684636
2006-04-23,0.275215387
2006-04-30,0.27654379
2006-05-07,0.27919122
2006-05-14,0.278027689
2006-05-21,0.275332588
2006-05-28,0.275489205
2006-06-04,0.276690358
2006-06-11,0.272891957
2006-06-18,0.272827685
2006-06-25,0.272256309
2006-07-02,0.273927027
2006-07-09,0.273860484
2006-07-16,0.271655762
2006-07-23,0.272042084
2006-07-30,0.27261253
2006-08-06,0.272301352
2006-08-13,0.2718274
2006-08-20,0.271895999
2006-08-27,0.272610247
2006-09-03,0.27398513
2006-09-10,0.272331387
2006-09-17,0.272348291
2006-09-24,0.271539152
2006-10-01,0.273800308
2006-10-08,0.270927447
2006-10-15,0.272370541
2006-10-22,0.272883767
2006-10-29,0.274103743
2006-11-05,0.27419107
2006-11-12,0.274579114
2006-11-19,0.274728709
2006-11-26,0.276392722
2006-12-03,0.281897688
2006-12-10,0.282306045
2006-12-17,0.282117462
2006-12-24,0.285229337
2006-12-31,0.284013009
2007-01-07,0.284702921
2007-01-14,0.285747272
2007-01-21,0.285597336
2007-01-28,0.285943186
2007-02-04,0.28628217
2007-02-11,0.28620829
2007-02-18,0.286444539
2007-02-25,0.285749441
2007-03-04,0.28525548
2007-03-11,0.285331953
2007-03-18,0.288056266
2007-03-25,0.289392924
2007-04-01,0.289262623
2007-04-08,0.289906049
2007-04-15,0.291712707
2007-04-22,0.29258101
2007-04-29,0.294797564
2007-05-06,0.2933469
2007-05-13,0.296244854
2007-05-20,0.297724676
2007-05-27,0.295553404
2007-06-03,0.292217505
2007-06-10,0.289014101
2007-06-17,0.290939981
2007-06-24,0.28847205
2007-07-01,0.290426683
2007-07-08,0.290569216
2007-07-15,0.291017503
2007-07-22,0.292029518
2007-07-29,0.288796276
2007-08-05,0.288415176
2007-08-12,0.286072421
2007-08-19,0.286898136
2007-08-26,0.285882026
2007-09-02,0.285390115
2007-09-09,0.28655643
2007-09-16,0.28930127
2007-09-23,0.292516446
2007-09-30,0.29461419
2007-10-07,0.295963156
2007-10-14,0.297006446
2007-10-21,0.297815114
2007-10-28,0.29956153
2007-11-04,0.300023818
2007-11-11,0.298025793
2007-11-18,0.296916449
2007-11-25,0.297082715
2007-12-02,0.299044043
2007-12-09,0.301684099
2007-12-16,0.299214679
2007-12-23,0.301321608
2007-12-30,0.302953696
2008-01-06,0.306243914
2008-01-13,0.306085128
2008-01-20,0.305796546
2008-01-27,0.309138
2008-02-03,0.309465683
2008-02-10,0.309119153
2008-02-17,0.310789388
2008-02-24,0.31259796
2008-03-02,0.314780599
2008-03-09,0.314828038
2008-03-16,0.318627173
2008-03-23,0.313426256
2008-03-30,0.313380182
2008-04-06,0.315499896
2008-04-13,0.316829598
2008-04-20,0.318393791
2008-04-27,0.31654349
2008-05-04,0.314959896
2008-05-11,0.309082896
2008-05-18,0.310421669
2008-05-25,0.308686572
2008-06-01,0.309007335
2008-06-08,0.305767995
2008-06-15,0.307411081
2008-06-22,0.307572836
2008-06-29,0.306290887
2008-07-06,0.308162558
2008-07-13,0.309432042
2008-07-20,0.308595955
2008-07-27,0.306758451
2008-08-03,0.304973972
2008-08-10,0.300230831
2008-08-17,0.300406569
2008-08-24,0.295589
2008-08-31,0.290864515
2008-09-07,0.290110797
2008-09-14,0.290269524
2008-09-21,0.292630601
2008-09-28,0.289566714
2008-10-05,0.285061318
2008-10-12,0.284861308
2008-10-19,0.281990278
2008-10-26,0.282077819
2008-11-02,0.28167392
2008-11-09,0.279137331
2008-11-16,0.276022267
2008-11-23,0.276727444
2008-11-30,0.275121838
2008-12-07,0.277653176
2008-12-14,0.286389196
2008-12-21,0.289479929
2008-12-28,0.290041804
2009-01-04,0.284440231
2009-01-11,0.280406654
2009-01-18,0.278211659
2009-01-25,0.277273345
2009-02-01,0.276919985
2009-02-08,0.277248037
2009-02-15,0.275398624
2009-02-22,0.2725425
2009-03-01,0.268855798
2009-03-08,0.271029645
2009-03-15,0.274448514
2009-03-22,0.275824285
2009-03-29,0.276515365
2009-04-05,0.278314006
2009-04-12,0.278818709
2009-04-19,0.276220781
2009-04-26,0.279468089
2009-05-03,0.284555638
2009-05-10,0.283271343
2009-05-17,0.284448361
2009-05-24,0.285558712
2009-05-31,0.286812431
2009-06-07,0.285251254
2009-06-14,0.283064002
2009-06-21,0.282930166
2009-06-28,0.283644843
2009-07-05,0.281248885
2009-07-12,0.279767716
2009-07-19,0.282146871
2009-07-26,0.284077215
2009-08-02,0.286340761
2009-08-09,0.284674865
2009-08-16,0.28348828
2009-08-23,0.28522222
2009-08-30,0.283529407
2009-09-06,0.285890955
2009-09-13,0.289907682
2009-09-20,0.289823991
2009-09-27,0.289843529
2009-10-04,0.292739743
2009-10-11,0.296460092
2009-10-18,0.296368366
2009-10-25,0.293535805
2009-11-01,0.292977661
2009-11-08,0.2963548
2009-11-15,0.29658494
2009-11-22,0.296036571
2009-11-29,0.297066194
2009-12-06,0.294631308
2009-12-13,0.292587787
2009-12-20,0.293103307
2009-12-27,0.293482828
2010-01-03,0.296990979
2010-01-10,0.299544311
2010-01-17,0.297754574
2010-01-24,0.293647581
2010-01-31,0.29295845
2010-02-07,0.291755277
2010-02-14,0.293311805
2010-02-21,0.294108528
2010-02-28,0.298166156
2010-03-07,0.301192433
2010-03-14,0.302502745
2010-03-21,0.301361912
2010-03-28,0.307998538
2010-04-04,0.311360782
2010-04-11,0.312683618
2010-04-18,0.312637234
2010-04-25,0.314005935
2010-05-02,0.308525765
2010-05-09,0.312766218
2010-05-16,0.310921431
2010-05-23,0.302191097
2010-05-30,0.304860145
2010-06-06,0.30178256
2010-06-13,0.307018495
2010-06-20,0.31049276
2010-06-27,0.308978134
2010-07-04,0.312431359
2010-07-11,0.31413551
2010-07-18,0.31136533
2010-07-25,0.313828558
2010-08-01,0.316894776
2010-08-08,0.316111803
2010-08-15,0.317346078
2010-08-22,0.318255228
2010-08-29,0.319420701
2010-09-05,0.321254301
2010-09-12,0.321929514
2010-09-19,0.323742092
2010-09-26,0.324035293
2010-10-03,0.323122817
2010-10-10,0.324725312
2010-10-17,0.321182412
2010-10-24,0.322327441
2010-10-31,0.324882865
2010-11-07,0.322543341
2010-11-14,0.320069802
2010-11-21,0.319714803
2010-11-28,0.317149788
2010-12-05,0.318418008
2010-12-12,0.319048226
2010-12-19,0.321591562
2010-12-26,0.32564624
2011-01-02,0.325813228
2011-01-09,0.328454578
2011-01-16,0.329911917
2011-01-23,0.329416013
2011-01-30,0.328328454
2011-02-06,0.330426645
2011-02-13,0.328889209
2011-02-20,0.328656393
2011-02-27,0.329666936
2011-03-06,0.329789495
2011-03-13,0.327838296
2011-03-20,0.330367798
2011-03-27,0.330749851
2011-04-03,0.331032777
2011-04-10,0.330973041
2011-04-17,0.331772178
2011-04-24,0.336829972
2011-05-01,0.334004575
2011-05-08,0.334484136
2011-05-15,0.331448197
2011-05-22,0.328544551
2011-05-29,0.332645613
2011-06-05,0.331849259
2011-06-12,0.329559141
2011-06-19,0.33099609
2011-06-26,0.333044332
2011-07-03,0.333179033
2011-07-10,0.331981438
2011-07-17,0.334884435
2011-07-24,0.338815194
2011-07-31,0.337277734
2011-08-07,0.33264935
2011-08-14,0.337601846
2011-08-21,0.336413276
2011-08-28,0.335657907
2011-09-04,0.334686756
2011-09-11,0.3266083
2011-09-18,0.318576926
2011-09-25,0.314537555
2011-10-02,0.314777464
2011-10-09,0.319327521
2011-10-16,0.321097857
2011-10-23,0.321816212
2011-10-30,0.321118224
2011-11-06,0.319433236
2011-11-13,0.316925782
2011-11-20,0.314096242
2011-11-27,0.316983026
2011-12-04,0.319130671
2011-12-11,0.315631211
2011-12-18,0.315919363
2011-12-25,0.315856272
2012-01-01,0.317784888
2012-01-08,0.318898785
2012-01-15,0.3211496
2012-01-22,0.326209646
2012-01-29,0.330075097
2012-02-05,0.332183731
2012-02-12,0.328940582
2012-02-19,0.331399548
2012-02-26,0.33312431
2012-03-04,0.33208456
2012-03-11,0.328720176
2012-03-18,0.325407928
2012-03-25,0.326644921
2012-04-01,0.327209252
2012-04-08,0.326747417
2012-04-15,0.326430976
2012-04-22,0.328585678
2012-04-29,0.329641932
2012-05-06,0.326773953
2012-05-13,0.322499102
2012-05-20,0.318819165
2012-05-27,0.318282688
2012-06-03,0.314417022
2012-06-10,0.315287811
2012-06-17,0.316051954
2012-06-24,0.31387623
2012-07-01,0.316677779
2012-07-08,0.314482409
2012-07-15,0.316562736
2012-07-22,0.315789503
2012-07-29,0.320015174
2012-08-05,0.322143036
2012-08-12,0.320500284
2012-08-19,0.321750098
2012-08-26,0.320861369
2012-09-02,0.321609962
2012-09-09,0.325425547
2012-09-16,0.327611202
2012-09-23,0.326013446
2012-09-30,0.327620018
2012-10-07,0.326331133
2012-10-14,0.328591067
2012-10-21,0.328243548
2012-10-28,0.327968633
2012-11-04,0.327052128
2012-11-11,0.326667857
2012-11-18,0.327126664
2012-11-25,0.328638554
2012-12-02,0.328769106
2012-12-09,0.327654582
2012-12-16,0.327476114
2012-12-23,0.326650333
2012-12-30,0.328525001
2013-01-06,0.329925835
2013-01-13,0.332003313
2013-01-20,0.329140568
2013-01-27,0.324648464
2013-02-03,0.323499501
2013-02-10,0.323574853
2013-02-17,0.322668922
2013-02-24,0.323110354
2013-03-03,0.322368693
2013-03-10,0.321728677
2013-03-17,0.320584279
2013-03-24,0.323133194
2013-03-31,0.326023704
2013-04-07,0.32917031
2013-04-14,0.330898654
2013-04-21,0.328718394
2013-04-28,0.329221749
2013-05-05,0.336268425
2013-05-12,0.333232009
2013-05-19,0.330959642
2013-05-26,0.326689464
2013-06-02,0.32386719
2013-06-09,0.319692385
2013-06-16,0.31653176
2013-06-23,0.313926917
2013-06-30,0.314906216
2013-07-07,0.314354885
2013-07-14,0.313576102
2013-07-21,0.313760644
2013-07-28,0.308805645
2013-08-04,0.30813269
2013-08-11,0.306338894
2013-08-18,0.303697002
2013-08-25,0.302079457
2013-09-01,0.303761202
2013-09-08,0.30520404
2013-09-15,0.311268765
2013-09-22,0.311152768
2013-09-29,0.310979384
2013-10-06,0.313695091
2013-10-13,0.315917456
2013-10-20,0.31651516
2013-10-27,0.317394024
2013-11-03,0.314929515
2013-11-10,0.312442052
2013-11-17,0.313334799
2013-11-24,0.312821388
2013-12-01,0.316644102
2013-12-08,0.316538256
2013-12-15,0.307229912
2013-12-22,0.303742921
2013-12-29,0.304600918
2014-01-05,0.304925251
2014-01-12,0.304787236
2014-01-19,0.300087386
2014-01-26,0.299601305
2014-02-02,0.300877392
2014-02-09,0.30090726
2014-02-16,0.303292364
2014-02-23,0.304900599
2014-03-02,0.306206954
2014-03-09,0.304657823
2014-03-16,0.304124135
2014-03-23,0.304337567
2014-03-30,0.305637652
2014-04-06,0.308672482
2014-04-13,0.308382016
2014-04-20,0.306340009
2014-04-27,0.306318468
2014-05-04,0.308316195
2014-05-11,0.309813297
2014-05-18,0.311140984
2014-05-25,0.311031669
2014-06-01,0.309882438
2014-06-08,0.311716354
2014-06-15,0.310222715
2014-06-22,0.310812539
2014-06-29,0.312530828
2014-07-06,0.314674693
2014-07-13,0.314193344
2014-07-20,0.315002877
2014-07-27,0.313561952
2014-08-03,0.312636518
2014-08-10,0.314305186
2014-08-17,0.316375947
2014-08-24,0.316767609
2014-08-31,0.315038466
2014-09-07,0.313282037
2014-09-14,0.309863472
2014-09-21,0.307852471
2014-09-28,0.305949843
2014-10-05,0.306471503
2014-10-12,0.305733413
2014-10-19,0.305925834
2014-10-26,0.304877877
2014-11-02,0.29922846
2014-11-09,0.299484926
2014-11-16,0.297661805
2014-11-23,0.297270381
2014-11-30,0.29070282
2014-12-07,0.28784278
2014-12-14,0.287750435
2014-12-21,0.286333656
2014-12-28,0.285483861
2015-01-04,0.280990022
2015-01-11,0.280268919
2015-01-18,0.27829017
2015-01-25,0.276771891
2015-02-01,0.279931378
2015-02-08,0.279193699
2015-02-15,0.276837528
2015-02-22,0.276617628
2015-03-01,0.273794723
2015-03-08,0.270432818
2015-03-15,0.271058917
2015-03-22,0.272773844
2015-03-29,0.271789116
2015-04-05,0.274718595
2015-04-12,0.2726942
2015-04-19,0.27725367
2015-04-26,0.281480557
2015-05-03,0.278965175
2015-05-10,0.27924009
2015-05-17,0.278225505
2015-05-24,0.275126469
2015-05-31,0.270254135
2015-06-07,0.267937565
2015-06-14,0.26802699
2015-06-21,0.266982746
2015-06-28,0.265739495
2015-07-05,0.26306963
2015-07-12,0.26338591
2015-07-19,0.262794417
2015-07-26,0.262361127
2015-08-02,0.257472974
2015-08-09,0.250726122
2015-08-16,0.243768364
2015-08-23,0.238639238
2015-08-30,0.237355381
2015-09-06,0.232132071
2015-09-13,0.235774252
2015-09-20,0.230097091
2015-09-27,0.226726499
2015-10-04,0.237146789
2015-10-11,0.24095048
2015-10-18,0.234459859
2015-10-25,0.235540223
2015-11-01,0.232875493
2015-11-08,0.230185047
2015-11-15,0.231521636
2015-11-22,0.236506739
2015-11-29,0.236980543
2015-12-06,0.234032747
2015-12-13,0.232751396
2015-12-20,0.233013356
2015-12-27,0.232790866
2016-01-03,0.227996737
2016-01-10,0.227606103
2016-01-17,0.229949296
2016-01-24,0.23747789
2016-01-31,0.241161492
2016-02-07,0.241591644
2016-02-14,0.239862734
2016-02-21,0.238536385
2016-02-28,0.24265385
2016-03-06,0.244474253
2016-03-13,0.245321611
2016-03-20,0.249237025
2016-03-27,0.254872885
2016-04-03,0.255665189
2016-04-10,0.258899969
2016-04-17,0.25777328
2016-04-24,0.256418478
2016-05-01,0.251034951
2016-05-08,0.247967774
2016-05-15,0.246989751
2016-05-22,0.245830774
2016-05-29,0.242811266
2016-06-05,0.246908835
2016-06-12,0.244679329
2016-06-19,0.248120567
2016-06-26,0.248787513
2016-07-03,0.248888037
2016-07-10,0.253697616
2016-07-17,0.248263177
2016-07-24,0.247736818
2016-07-31,0.248331505
2016-08-07,0.249236327
2016-08-14,0.250560692
2016-08-21,0.248205417
2016-08-28,0.245543426
2016-09-04,0.245813823
2016-09-11,0.242590287
2016-09-18,0.242889872
2016-09-25,0.242444748
2016-10-02,0.241615418
2016-10-09,0.239200625
2016-10-16,0.23889724
2016-10-23,0.239514917
2016-10-30,0.238779271
2016-11-06,0.233803228
2016-11-13,0.229237628
2016-11-20,0.226140112
2016-11-27,0.224153036
2016-12-04,0.226036108
2016-12-11,0.225038272
2016-12-18,0.223403859
2016-12-25,0.22328428
2017-01-01,0.223115769
2017-01-08,0.224188459
2017-01-15,0.224367151
2017-01-22,0.225786006
2017-01-29,0.225900999
2017-02-05,0.225501674
2017-02-12,0.224766612
2017-02-19,0.224797463
2017-02-26,0.225048164
2017-03-05,0.224653754
2017-03-12,0.225169691
2017-03-19,0.226019368
2017-03-26,0.226459852
2017-04-02,0.225708282
2017-04-09,0.226235744
2017-04-16,0.227236834
2017-04-23,0.22940039
2017-04-30,0.231006324
2017-05-07,0.230319408
2017-05-14,0.23146019
2017-05-21,0.233298147
2017-05-28,0.233581913
2017-06-04,0.234604308
2017-06-11,0.234538549
2017-06-18,0.233518475
2017-06-25,0.23312211
2017-07-02,0.232801774
2017-07-09,0.232991689
2017-07-16,0.233374476
2017-07-23,0.233748722
2017-07-30,0.233617714
2017-08-06,0.233312595
2017-08-13,0.233024254
2017-08-20,0.233809027
2017-08-27,0.23435123
2017-09-03,0.236327809
2017-09-10,0.238271672
2017-09-17,0.238606742
2017-09-24,0.237328035
2017-10-01,0.236378857
2017-10-08,0.236989641
2017-10-15,0.236988273
2017-10-22,0.236163342
2017-10-29,0.236366427
2017-11-05,0.237258705
2017-11-12,0.2395246
2017-11-19,0.242718923
2017-11-26,0.244278693
2017-12-03,0.245602804
2017-12-10,0.245139104
2017-12-17,0.245320636
2017-12-24,0.245527998
2017-12-31,0.248890153
2018-01-07,0.250699115
2018-01-14,0.253206772
2018-01-21,0.256130493
2018-01-28,0.25694508
2018-02-04,0.25518263
2018-02-11,0.255685949
2018-02-18,0.256129664
2018-02-25,0.255326229
2018-03-04,0.256242669
2018-03-11,0.256043267
2018-03-18,0.255424058
2018-03-25,0.258483404
2018-04-01,0.2585307
2018-04-08,0.258534539
2018-04-15,0.257499993
2018-04-22,0.256188166
2018-04-29,0.254733181
2018-05-06,0.251794133
2018-05-13,0.252744859
2018-05-20,0.25169937
2018-05-27,0.251237464
2018-06-03,0.251686567
2018-06-10,0.250987697
2018-06-17,0.249951935
2018-06-24,0.248808023
2018-07-01,0.247490278
2018-07-08,0.248022529
2018-07-15,0.247041184
2018-07-22,0.246507892
2018-07-29,0.246448633
2018-08-05,0.245398885
2018-08-12,0.24412331
2018-08-19,0.244077647
2018-08-26,0.243613586
2018-09-02,0.241965219
2018-09-09,0.241358218
2018-09-16,0.241764367
2018-09-23,0.24193778
2018-09-30,0.241630152
2018-10-07,0.240828493
2018-10-14,0.24066259
2018-10-21,0.240302852
2018-10-28,0.239366296
2018-11-04,0.240297633
2018-11-11,0.238864776
2018-11-18,0.238845289
2018-11-25,0.238728821
2018-12-02,0.240371561
2018-12-09,0.239514694
2018-12-16,0.23915439
2018-12-23,0.239607233
2018-12-30,0.241716093
2019-01-06,0.24336836
2019-01-13,0.243816167
2019-01-20,0.24225561
2019-01-27,0.243767467
2019-02-03,0.244836119
2019-02-10,0.245784912
2019-02-17,0.245358387
2019-02-24,0.245878157
2019-03-03,0.245064947
2019-03-10,0.244768304
2019-03-17,0.245820138
2019-03-24,0.245758516
2019-03-31,0.245053846
2019-04-07,0.243899792
2019-04-14,0.242217493
2019-04-21,0.241987374
2019-04-28,0.242029983
2019-05-05,0.241041026
2019-05-12,0.240181816
2019-05-19,0.23922788
2019-05-26,0.238879156
2019-06-02,0.23976962
2019-06-09,0.24056783
2019-06-16,0.240158662
2019-06-23,0.241853464
2019-06-30,0.242015123
2019-07-07,0.242127004
2019-07-14,0.243537888
2019-07-21,0.243136385
2019-07-28,0.242525291
2019-08-04,0.239151201
2019-08-11,0.238739172
2019-08-18,0.2394353
2019-08-25,0.237916282
2019-09-01,0.238001698
2019-09-08,0.239855894
2019-09-15,0.239438766
2019-09-22,0.239295757
2019-09-29,0.238839152
2019-10-06,0.238726416
2019-10-13,0.239010605
2019-10-20,0.239048079
2019-10-27,0.239273512
2019-11-03,0.241371915
2019-11-10,0.241285071
2019-11-17,0.240516987
2019-11-24,0.239727753
2019-12-01,0.239638194
2019-12-08,0.240423954
2019-12-15,0.241697803
2019-12-22,0.241832292
2019-12-29,0.243989164
2020-01-05,0.244183978
2020-01-12,0.245874783
2020-01-19,0.246144933
2020-01-26,0.245422885
2020-02-02,0.243278316
2020-02-09,0.241612729
2020-02-16,0.240704423
2020-02-23,0.237282807
2020-03-01,0.238567764
2020-03-08,0.236616117
2020-03-15,0.230292174
2020-03-22,0.227522925
2020-03-29,0.230720839
2020-04-05,0.230290344
2020-04-12,0.2306959
2020-04-19,0.228756067
2020-04-26,0.230358672
2020-05-03,0.231970587
2020-05-10,0.230893767
2020-05-17,0.230013129
2020-05-24,0.229579443
2020-05-31,0.233096886
2020-06-07,0.234836727
2020-06-14,0.233940172
2020-06-21,0.234038827
2020-06-28,0.233426777
2020-07-05,0.234072274
2020-07-12,0.234516171
2020-07-19,0.234918475
2020-07-26,0.235444537
2020-08-02,0.23745566
2020-08-09,0.238657904
2020-08-16,0.239264002
2020-08-23,0.239756635
2020-08-30,0.240797102
2020-09-06,0.24040857
2020-09-13,0.24168717
2020-09-20,0.242135909
2020-09-27,0.240414822
2020-10-04,0.240772712
2020-10-11,0.241231549
2020-10-18,0.241283736
2020-10-25,0.240540913
2020-11-01,0.240761548
2020-11-08,0.242826211
2020-11-15,0.243655172
2020-11-22,0.244943139
2020-11-29,0.24574275
2020-12-06,0.246093753
2020-12-13,0.247085193
2020-12-20,0.246854332
2020-12-27,0.247423232
2021-01-03,0.2489503
2021-01-10,0.247458276
2021-01-17,0.247568417
2021-01-24,0.247304428
2021-01-31,0.247182691
2021-02-07,0.246805871
2021-02-14,0.247807235
2021-02-21,0.247616759
2021-02-28,0.24668828
2021-03-07,0.243651488
2021-03-14,0.243125829
2021-03-21,0.242615208
2021-03-28,0.241312879
2021-04-04,0.241890892
2021-04-11,0.242189574
2021-04-18,0.242892152
2021-04-25,0.243920544
2021-05-02,0.243316564
2021-05-09,0.242990467
2021-05-16,0.242113632
2021-05-23,0.241540161
2021-05-30,0.242483214
2021-06-06,0.242683363
2021-06-13,0.242837727
2021-06-20,0.240947559
2021-06-27,0.240946692
2021-07-04,0.2404037
2021-07-11,0.238521448
2021-07-18,0.236933956
2021-07-25,0.236395636
2021-08-01,0.23688862
2021-08-08,0.236585885
2021-08-15,0.23610521
2021-08-22,0.237298265
2021-08-29,0.240343204
2021-09-05,0.241080233
2021-09-12,0.240959305
2021-09-19,0.239069426
2021-09-26,0.23900812
2021-10-03,0.239343438
2021-10-10,0.240166333
2021-10-17,0.240315932
2021-10-24,0.241051078
2021-10-31,0.241103604
2021-11-07,0.240714875
2021-11-14,0.240085891
2021-11-21,0.23818996
2021-11-28,0.236739025
2021-12-05,0.236726165
2021-12-12,0.237024429
2021-12-19,0.237451816
2021-12-26,0.239200732
2022-01-02,0.238871545
2022-01-09,0.2386253
2022-01-16,0.239063284
2022-01-23,0.238726315
2022-01-30,0.23901723
2022-02-06,0.239133817
2022-02-13,0.238910994
2022-02-20,0.23893218
2022-02-27,0.2385272
2022-03-06,0.239217579
2022-03-13,0.23827157
2022-03-20,0.23748101
2022-03-27,0.237648517
2022-04-03,0.237408018
2022-04-10,0.23655785
2022-04-17,0.23468639
2022-04-24,0.230216923
2022-05-01,0.229837534
2022-05-08,0.228384233
2022-05-15,0.227614552
2022-05-22,0.227738705
2022-05-29,0.228459427
2022-06-05,0.227759334
2022-06-12,0.226794174
2022-06-19,0.227257332
2022-06-26,0.227295607
2022-07-03,0.226455081
2022-07-10,0.225637352
2022-07-17,0.224734336
2022-07-24,0.224618217
2022-07-31,0.224598074
2022-08-07,0.224608317
2022-08-14,0.224213427
2022-08-21,0.223182046
2022-08-28,0.223508936
2022-09-04,0.222595638
2022-09-11,0.221672809
2022-09-18,0.219771773
2022-09-25,0.217208198
2022-10-02,0.215689522
2022-10-09,0.214259499
2022-10-16,0.212098825
2022-10-23,0.211618993
2022-10-30,0.211399361
2022-11-06,0.211757725
2022-11-13,0.218617618
